;;; ;Oxygen;Oxygen;Oxygen;;Compensation;Temperature;('C);;Pressure;Humidity;Temp. Probe;Int. Temp.;Analog In;Raw Data:; dphi (°);;;Signal;Intensity;(mV);;Ambient;Light;(mV);;Advanced Raw Values (only logged while raw data window is open);
Date;Time (HH:MM:SS);Time (s);Comment;Ch1;Ch2;Ch3;Ch4;Ch 1;Ch 2;Ch 3;Ch 4;(mbar);(%);('C);('C); (mV);Ch 1;Ch 2;Ch 3;Ch 4;Ch1;Ch2;Ch3;Ch4;Ch1;Ch2;Ch3;Ch4; (MainBkgd->MainBkgd->MainPhi->RefAmpl->RefBkgnd->RefPhi);
24/09/2024;09:46:15;2670.00;;97.613;95.728;95.474;---;15.498;15.498;15.498;---;995.00;70.772;15.498;---;---;24.978;24.970;25.409;---;62.057;19.513;8.336;---;4.885;5.685;3.646;---;;
24/09/2024;09:46:45;2700.00;;97.583;95.642;95.000;---;15.502;15.502;15.502;---;994.96;70.446;15.502;---;---;24.982;24.981;25.467;---;62.026;19.523;8.351;---;4.883;5.642;3.649;---;;
24/09/2024;09:47:15;2730.00;;97.565;95.729;94.992;---;15.487;15.487;15.487;---;994.97;70.423;15.487;---;---;24.986;24.972;25.470;---;61.993;19.498;8.343;---;4.840;5.636;3.638;---;;
24/09/2024;09:47:45;2760.00;;97.544;94.968;96.009;---;15.488;15.488;15.488;---;994.94;70.026;15.488;---;---;24.988;25.066;25.344;---;62.004;19.478;8.335;---;4.883;5.664;3.646;---;;
24/09/2024;09:48:15;2790.00;;97.340;96.115;94.585;---;15.490;15.490;15.490;---;994.98;69.437;15.490;---;---;25.12;24.925;25.520;---;62.000;19.502;8.353;---;4.868;5.689;3.644;---;;
24/09/2024;09:48:45;2820.00;;97.627;95.821;95.715;---;15.489;15.489;15.489;---;994.97;69.556;15.489;---;---;24.978;24.961;25.380;---;62.015;19.509;8.340;---;4.875;5.672;3.639;---;;
24/09/2024;09:49:15;2850.00;;97.710;95.829;95.494;---;15.487;15.487;15.487;---;994.94;69.581;15.487;---;---;24.969;24.960;25.408;---;62.048;19.512;8.337;---;4.856;5.653;3.650;---;;
24/09/2024;09:49:45;2880.00;;97.862;95.733;95.582;---;15.475;15.475;15.475;---;994.95;69.393;15.475;---;---;24.951;24.973;25.398;---;61.990;19.496;8.332;---;4.832;5.660;3.626;---;;
24/09/2024;09:50:15;2910.00;;97.345;95.396;96.351;---;15.477;15.477;15.477;---;994.98;69.765;15.477;---;---;25.013;25.014;25.305;---;61.993;19.498;8.342;---;4.913;5.654;3.642;---;;
24/09/2024;09:50:45;2940.00;;97.445;95.445;95.336;---;15.483;15.483;15.483;---;994.94;70.222;15.483;---;---;25.1;25.8;25.430;---;62.064;19.534;8.329;---;4.877;5.628;3.669;---;;
24/09/2024;09:51:15;2970.00;;97.558;96.324;96.072;---;15.487;15.487;15.487;---;994.91;70.467;15.487;---;---;24.987;24.901;25.338;---;62.075;19.509;8.335;---;4.851;5.664;3.639;---;;
24/09/2024;09:51:45;3000.00;;97.719;96.393;97.159;---;15.488;15.488;15.488;---;994.92;70.797;15.488;---;---;24.967;24.892;25.205;---;62.057;19.535;8.359;---;4.825;5.646;3.658;---;;
24/09/2024;09:52:15;3030.00;;97.422;96.064;95.968;---;15.478;15.478;15.478;---;994.97;71.051;15.478;---;---;25.4;24.932;25.351;---;62.139;19.537;8.344;---;4.870;5.663;3.671;---;;
24/09/2024;09:52:45;3060.00;;97.058;95.353;95.779;---;15.481;15.481;15.481;---;994.99;71.125;15.481;---;---;25.047;25.018;25.373;---;62.095;19.519;8.336;---;4.829;5.660;3.642;---;;
24/09/2024;09:53:15;3090.00;;97.758;96.042;95.279;---;15.493;15.493;15.493;---;995.02;71.232;15.493;---;---;24.961;24.933;25.433;---;62.123;19.556;8.344;---;4.824;5.652;3.646;---;;
24/09/2024;09:53:45;3120.00;;97.500;95.327;94.499;---;15.496;15.496;15.496;---;994.98;71.232;15.496;---;---;24.992;25.020;25.530;---;62.096;19.570;8.325;---;4.861;5.653;3.636;---;;
24/09/2024;09:54:15;3150.00;;97.367;95.287;95.953;---;15.489;15.489;15.489;---;995.02;71.217;15.489;---;---;25.8;25.025;25.350;---;62.095;19.557;8.332;---;4.841;5.618;3.631;---;;
24/09/2024;09:54:45;3180.00;;98.038;95.429;94.601;---;15.485;15.485;15.485;---;994.99;71.051;15.485;---;---;24.928;25.9;25.518;---;62.120;19.570;8.358;---;4.857;5.625;3.658;---;;
24/09/2024;09:55:15;3210.00;;97.389;95.581;95.341;---;15.480;15.480;15.480;---;994.98;70.848;15.480;---;---;25.8;24.991;25.428;---;62.078;19.551;8.352;---;4.894;5.612;3.642;---;;
24/09/2024;09:55:45;3240.00;;97.655;95.655;95.792;---;15.487;15.487;15.487;---;995.05;70.700;15.487;---;---;24.973;24.980;25.372;---;62.090;19.549;8.350;---;4.900;5.637;3.629;---;;
24/09/2024;09:56:15;3270.00;;97.678;95.227;95.462;---;15.491;15.491;15.491;---;995.03;70.087;15.491;---;---;24.971;25.032;25.410;---;62.091;19.544;8.337;---;4.846;5.621;3.621;---;;
24/09/2024;09:56:45;3300.00;;97.555;95.662;95.072;---;15.486;15.486;15.486;---;995.11;69.706;15.486;---;---;24.985;24.980;25.458;---;62.044;19.515;8.343;---;4.804;5.653;3.635;---;;
24/09/2024;09:57:15;3330.00;;97.349;95.326;96.136;---;15.478;15.478;15.478;---;995.09;69.691;15.478;---;---;25.11;25.021;25.329;---;62.058;19.539;8.350;---;4.858;5.669;3.622;---;;
24/09/2024;09:57:45;3360.00;;97.579;95.396;94.863;---;15.479;15.479;15.479;---;995.12;69.490;15.479;---;---;24.983;25.12;25.484;---;62.071;19.560;8.343;---;4.843;5.643;3.626;---;;
24/09/2024;09:58:15;3390.00;;97.485;95.236;96.173;---;15.485;15.485;15.485;---;995.05;69.330;15.485;---;---;24.995;25.031;25.324;---;62.043;19.579;8.344;---;4.882;5.622;3.630;---;;
24/09/2024;09:58:45;3420.00;;97.180;96.176;94.403;---;15.489;15.489;15.489;---;995.03;69.289;15.489;---;---;25.032;24.916;25.541;---;62.079;19.548;8.353;---;4.846;5.674;3.664;---;;
24/09/2024;09:59:15;3450.00;;97.419;95.364;96.650;---;15.474;15.474;15.474;---;995.03;69.289;15.474;---;---;25.4;25.018;25.267;---;62.073;19.564;8.344;---;4.845;5.661;3.650;---;;
24/09/2024;09:59:45;3480.00;;97.325;95.419;94.657;---;15.472;15.472;15.472;---;995.02;69.775;15.472;---;---;25.015;25.11;25.513;---;62.061;19.560;8.336;---;4.939;5.660;3.667;---;;
24/09/2024;10:00:15;3510.00;;97.171;95.774;96.033;---;15.474;15.474;15.474;---;995.03;70.309;15.474;---;---;25.034;24.967;25.342;---;62.118;19.611;8.349;---;4.865;5.649;3.658;---;;
24/09/2024;10:00:45;3540.00;;97.898;96.063;95.109;---;15.480;15.480;15.480;---;995.07;70.543;15.480;---;---;24.945;24.931;25.455;---;62.113;19.591;8.344;---;4.885;5.667;3.633;---;;
24/09/2024;10:01:15;3570.00;;97.046;95.603;95.516;---;15.486;15.486;15.486;---;995.09;70.754;15.486;---;---;25.047;24.986;25.404;---;62.181;19.615;8.349;---;4.866;5.612;3.640;---;;
24/09/2024;10:01:45;3600.00;;97.594;95.219;95.383;---;15.472;15.472;15.472;---;995.07;70.980;15.472;---;---;24.982;25.035;25.422;---;62.196;19.615;8.354;---;4.871;5.653;3.643;---;;
24/09/2024;10:02:15;3630.00;;97.661;94.768;94.975;---;15.478;15.478;15.478;---;995.04;71.095;15.478;---;---;24.974;25.090;25.472;---;62.162;19.586;8.338;---;4.893;5.667;3.655;---;;
24/09/2024;10:02:45;3660.00;;97.466;95.029;95.784;---;15.482;15.482;15.482;---;995.01;71.217;15.482;---;---;24.997;25.058;25.372;---;62.168;19.609;8.359;---;4.861;5.645;3.632;---;;
24/09/2024;10:03:15;3690.00;;97.195;95.329;95.098;---;15.488;15.488;15.488;---;995.02;71.188;15.488;---;---;25.029;25.020;25.456;---;62.136;19.627;8.344;---;4.868;5.638;3.656;---;;
