;;; ;Oxygen;Oxygen;Oxygen;;Compensation;Temperature;('C);;Pressure;Humidity;Temp. Probe;Int. Temp.;Analog In;Raw Data:; dphi (°);;;Signal;Intensity;(mV);;Ambient;Light;(mV);;Advanced Raw Values (only logged while raw data window is open);
24/09/2024;13:20:48;480.00;;98.975;98.061;96.230;---;15.611;15.611;15.611;---;994.69;75.993;15.611;---;---;24.807;24.679;25.306;---;60.415;18.420;8.288;---;4.840;5.687;3.650;---;;
24/09/2024;13:21:18;510.00;;98.938;98.289;96.074;---;15.600;15.600;15.600;---;994.69;75.685;15.600;---;---;24.812;24.654;25.327;---;60.382;18.422;8.307;---;4.869;5.649;3.631;---;;
24/09/2024;13:21:48;540.00;;99.382;99.068;95.131;---;15.595;15.595;15.595;---;994.69;75.321;15.595;---;---;24.761;24.561;25.444;---;60.426;18.441;8.283;---;4.802;5.649;3.629;---;;
24/09/2024;13:22:18;570.00;;99.073;97.779;96.465;---;15.601;15.601;15.601;---;994.68;75.041;15.601;---;---;24.797;24.715;25.281;---;60.346;18.432;8.302;---;4.849;5.628;3.632;---;;
24/09/2024;13:22:48;600.00;;98.740;98.578;95.653;---;15.588;15.588;15.588;---;994.73;74.655;15.588;---;---;24.837;24.621;25.379;---;60.408;18.411;8.285;---;4.810;5.664;3.651;---;;
24/09/2024;13:23:18;630.00;;99.091;98.300;95.398;---;15.574;15.574;15.574;---;994.73;74.032;15.574;---;---;24.797;24.655;25.413;---;60.333;18.422;8.302;---;4.819;5.660;3.649;---;;
24/09/2024;13:23:48;660.00;;99.196;98.167;96.582;---;15.575;15.575;15.575;---;994.69;73.576;15.575;---;---;24.784;24.671;25.268;---;60.371;18.475;8.272;---;4.826;5.670;3.647;---;;
24/09/2024;13:24:18;690.00;;98.991;98.416;95.769;---;15.574;15.574;15.574;---;994.67;73.396;15.574;---;---;24.809;24.643;25.368;---;60.371;18.415;8.287;---;4.864;5.625;3.639;---;;
24/09/2024;13:24:48;720.00;;99.094;98.253;95.496;---;15.578;15.578;15.578;---;994.67;73.289;15.578;---;---;24.796;24.661;25.401;---;60.333;18.415;8.292;---;4.830;5.659;3.643;---;;
24/09/2024;13:25:18;750.00;;98.854;98.806;95.794;---;15.567;15.567;15.567;---;994.69;73.704;15.567;---;---;24.826;24.596;25.366;---;60.383;18.438;8.301;---;4.832;5.623;3.630;---;;
24/09/2024;13:25:48;780.00;;99.049;98.657;96.918;---;15.558;15.558;15.558;---;994.63;74.238;15.558;---;---;24.805;24.615;25.230;---;60.375;18.454;8.293;---;4.836;5.646;3.635;---;;
24/09/2024;13:26:18;810.00;;98.877;99.352;96.434;---;15.549;15.549;15.549;---;994.71;74.680;15.549;---;---;24.825;24.534;25.290;---;60.404;18.442;8.284;---;4.863;5.655;3.658;---;;
24/09/2024;13:26:48;840.00;;99.133;98.659;95.641;---;15.551;15.551;15.551;---;994.67;75.080;15.551;---;---;24.795;24.615;25.387;---;60.429;18.450;8.286;---;4.862;5.674;3.635;---;;
24/09/2024;13:27:18;870.00;;98.792;99.008;95.557;---;15.553;15.553;15.553;---;994.69;75.421;15.553;---;---;24.835;24.574;25.396;---;60.414;18.465;8.301;---;4.879;5.597;3.644;---;;
24/09/2024;13:27:48;900.00;;98.935;98.808;96.132;---;15.540;15.540;15.540;---;994.66;75.672;15.540;---;---;24.820;24.599;25.327;---;60.464;18.436;8.308;---;4.821;5.657;3.638;---;;
24/09/2024;13:28:18;930.00;;98.766;98.792;96.195;---;15.530;15.530;15.530;---;994.65;76.089;15.530;---;---;24.841;24.603;25.320;---;60.438;18.465;8.292;---;4.834;5.655;3.622;---;;
24/09/2024;13:28:48;960.00;;99.057;98.849;95.293;---;15.529;15.529;15.529;---;994.65;76.100;15.529;---;---;24.807;24.596;25.431;---;60.492;18.479;8.300;---;4.877;5.664;3.621;---;;
24/09/2024;13:29:18;990.00;;98.602;98.372;96.728;---;15.534;15.534;15.534;---;994.62;75.665;15.534;---;---;24.861;24.652;25.255;---;60.537;18.479;8.307;---;4.832;5.605;3.650;---;;
24/09/2024;13:29:48;1020.00;;98.958;97.781;96.186;---;15.521;15.521;15.521;---;994.68;75.413;15.521;---;---;24.819;24.723;25.324;---;60.426;18.464;8.303;---;4.872;5.603;3.671;---;;
24/09/2024;13:30:18;1050.00;;98.370;98.873;95.130;---;15.498;15.498;15.498;---;994.67;74.957;15.498;---;---;24.892;24.596;25.455;---;60.449;18.476;8.314;---;4.839;5.657;3.656;---;;
24/09/2024;13:30:48;1080.00;;98.960;98.665;95.750;---;15.497;15.497;15.497;---;994.75;74.416;15.497;---;---;24.820;24.620;25.377;---;60.467;18.479;8.301;---;4.847;5.671;3.640;---;;
24/09/2024;13:31:18;1110.00;;99.139;98.972;96.220;---;15.510;15.510;15.510;---;994.74;73.594;15.510;---;---;24.798;24.584;25.319;---;60.397;18.457;8.299;---;4.869;5.614;3.627;---;;
24/09/2024;13:31:48;1140.00;;98.848;98.811;95.303;---;15.510;15.510;15.510;---;994.73;73.727;15.510;---;---;24.832;24.602;25.431;---;60.486;18.475;8.316;---;4.879;5.659;3.639;---;;
24/09/2024;13:32:18;1170.00;;98.989;98.037;97.196;---;15.505;15.505;15.505;---;994.77;73.658;15.505;---;---;24.816;24.694;25.201;---;60.453;18.482;8.302;---;4.847;5.663;3.637;---;;
24/09/2024;13:32:48;1200.00;;99.245;98.787;95.490;---;15.499;15.499;15.499;---;994.73;73.658;15.499;---;---;24.787;24.606;25.409;---;60.435;18.462;8.287;---;4.827;5.645;3.638;---;;
24/09/2024;13:33:18;1230.00;;98.926;98.255;95.486;---;15.498;15.498;15.498;---;994.77;74.040;15.498;---;---;24.824;24.668;25.409;---;60.461;18.464;8.293;---;4.836;5.649;3.639;---;;
24/09/2024;13:33:48;1260.00;;98.802;98.817;96.210;---;15.499;15.499;15.499;---;994.79;74.498;15.499;---;---;24.838;24.601;25.321;---;60.511;18.466;8.315;---;4.800;5.667;3.646;---;;
24/09/2024;13:34:18;1290.00;;98.349;98.545;94.768;---;15.511;15.511;15.511;---;994.72;74.924;15.511;---;---;24.892;24.633;25.497;---;60.523;18.491;8.282;---;4.813;5.651;3.645;---;;
24/09/2024;13:34:48;1320.00;;98.674;97.960;95.477;---;15.505;15.505;15.505;---;994.75;75.296;15.505;---;---;24.854;24.703;25.411;---;60.566;18.468;8.305;---;4.833;5.648;3.650;---;;
24/09/2024;13:35:18;1350.00;;98.711;98.930;95.815;---;15.492;15.492;15.492;---;994.77;75.754;15.492;---;---;24.850;24.589;25.371;---;60.569;18.479;8.320;---;4.880;5.660;3.659;---;;
24/09/2024;13:35:48;1380.00;;98.818;98.882;96.234;---;15.490;15.490;15.490;---;994.70;75.944;15.490;---;---;24.839;24.596;25.320;---;60.557;18.488;8.311;---;4.885;5.688;3.650;---;;
24/09/2024;13:36:18;1410.00;;98.659;98.754;95.649;---;15.500;15.500;15.500;---;994.67;76.145;15.500;---;---;24.857;24.610;25.391;---;60.640;18.484;8.313;---;4.858;5.672;3.633;---;;
24/09/2024;13:36:48;1440.00;;98.963;98.914;95.791;---;15.501;15.501;15.501;---;994.68;76.451;15.501;---;---;24.820;24.591;25.373;---;60.695;18.480;8.305;---;4.829;5.644;3.655;---;;
24/09/2024;13:37:18;1470.00;;98.674;98.384;96.108;---;15.499;15.499;15.499;---;994.70;76.540;15.499;---;---;24.855;24.654;25.334;---;60.668;18.525;8.326;---;4.858;5.661;3.643;---;;
24/09/2024;13:37:48;1500.00;;98.703;98.981;95.628;---;15.495;15.495;15.495;---;994.70;76.214;15.495;---;---;24.852;24.583;25.394;---;60.631;18.492;8.314;---;4.840;5.665;3.626;---;;
24/09/2024;13:38:18;1530.00;;98.904;98.690;96.015;---;15.493;15.493;15.493;---;994.69;75.817;15.493;---;---;24.828;24.618;25.346;---;60.577;18.487;8.324;---;4.852;5.645;3.624;---;;
24/09/2024;13:38:48;1560.00;;98.263;98.443;95.456;---;15.495;15.495;15.495;---;994.67;75.489;15.495;---;---;24.905;24.647;25.415;---;60.704;18.484;8.309;---;4.856;5.654;3.616;---;;
24/09/2024;13:39:18;1590.00;;98.269;97.652;96.361;---;15.498;15.498;15.498;---;994.67;74.950;15.498;---;---;24.904;24.741;25.304;---;60.794;18.528;8.319;---;4.778;5.650;3.631;---;;
24/09/2024;13:39:48;1620.00;;98.194;98.032;96.048;---;15.493;15.493;15.493;---;994.65;74.245;15.493;---;---;24.914;24.697;25.343;---;60.731;18.553;8.346;---;4.846;5.676;3.646;---;;
24/09/2024;13:40:18;1650.00;;97.659;98.106;95.646;---;15.494;15.494;15.494;---;994.63;74.213;15.494;---;---;24.978;24.689;25.393;---;60.839;18.509;8.294;---;4.817;5.679;3.639;---;;
24/09/2024;13:40:48;1680.00;;97.877;98.385;95.890;---;15.489;15.489;15.489;---;994.69;73.864;15.489;---;---;24.951;24.654;25.361;---;60.764;18.461;8.315;---;4.810;5.628;3.640;---;;
24/09/2024;13:41:18;1710.00;;97.159;97.965;96.353;---;15.492;15.492;15.492;---;994.67;74.141;15.492;---;---;25.038;24.705;25.306;---;61.154;18.499;8.295;---;4.844;5.654;3.653;---;;
24/09/2024;13:41:48;1740.00;;97.645;98.610;95.537;---;15.462;15.462;15.462;---;994.63;74.594;15.462;---;---;24.983;24.632;25.409;---;60.892;18.525;8.311;---;4.891;5.609;3.655;---;;
24/09/2024;13:42:18;1770.00;;98.129;98.409;95.706;---;15.453;15.453;15.453;---;994.65;75.118;15.453;---;---;24.925;24.657;25.389;---;60.913;18.512;8.314;---;4.835;5.672;3.650;---;;
24/09/2024;13:42:48;1800.00;;97.619;97.866;95.969;---;15.446;15.446;15.446;---;994.62;75.542;15.446;---;---;24.988;24.722;25.359;---;60.982;18.526;8.322;---;4.825;5.618;3.642;---;;
24/09/2024;13:43:18;1830.00;;97.561;97.861;95.921;---;15.450;15.450;15.450;---;994.61;75.888;15.450;---;---;24.994;24.722;25.363;---;61.031;18.534;8.305;---;4.809;5.642;3.659;---;;
24/09/2024;13:43:48;1860.00;;97.239;98.537;95.406;---;15.469;15.469;15.469;---;994.61;76.135;15.469;---;---;25.031;24.640;25.425;---;60.985;18.529;8.329;---;4.802;5.641;3.633;---;;
24/09/2024;13:44:18;1890.00;;97.623;98.366;96.634;---;15.479;15.479;15.479;---;994.60;76.341;15.479;---;---;24.984;24.659;25.273;---;61.028;18.521;8.322;---;4.838;5.694;3.656;---;;
24/09/2024;13:44:48;1920.00;;97.585;98.238;96.984;---;15.477;15.477;15.477;---;994.62;76.677;15.477;---;---;24.989;24.674;25.232;---;61.064;18.531;8.332;---;4.871;5.624;3.624;---;;
24/09/2024;13:45:18;1950.00;;97.406;98.170;96.057;---;15.475;15.475;15.475;---;994.65;76.814;15.475;---;---;25.9;24.682;25.344;---;61.111;18.519;8.321;---;4.859;5.635;3.638;---;;
24/09/2024;13:45:48;1980.00;;97.484;98.739;95.807;---;15.469;15.469;15.469;---;994.68;76.593;15.469;---;---;25.1;24.615;25.375;---;61.070;18.551;8.322;---;4.862;5.634;3.632;---;;
24/09/2024;13:46:18;2010.00;;96.836;98.335;96.173;---;15.475;15.475;15.475;---;994.57;76.221;15.475;---;---;25.080;24.664;25.332;---;61.201;18.537;8.321;---;4.815;5.647;3.592;---;;
24/09/2024;13:46:48;2040.00;;97.350;97.844;95.312;---;15.484;15.484;15.484;---;994.58;75.888;15.484;---;---;25.016;24.721;25.435;---;61.079;18.549;8.332;---;4.834;5.667;3.639;---;;
24/09/2024;13:47:18;2070.00;;97.730;97.204;95.603;---;15.473;15.473;15.473;---;994.62;75.512;15.473;---;---;24.972;24.799;25.400;---;61.064;18.506;8.339;---;4.833;5.592;3.634;---;;
24/09/2024;13:47:48;2100.00;;97.248;97.771;96.303;---;15.470;15.470;15.470;---;994.55;74.599;15.470;---;---;25.031;24.732;25.316;---;61.063;18.491;8.306;---;4.787;5.656;3.624;---;;
24/09/2024;13:48:18;2130.00;;97.622;97.925;96.114;---;15.470;15.470;15.470;---;994.59;74.474;15.470;---;---;24.985;24.713;25.338;---;61.073;18.531;8.337;---;4.845;5.627;3.625;---;;
24/09/2024;13:48:48;2160.00;;97.363;99.038;95.335;---;15.477;15.477;15.477;---;994.60;74.459;15.477;---;---;25.015;24.580;25.433;---;61.050;18.531;8.321;---;4.841;5.621;3.646;---;;
24/09/2024;13:49:18;2190.00;;96.896;97.482;95.085;---;15.479;15.479;15.479;---;994.62;74.747;15.479;---;---;25.071;24.764;25.464;---;61.147;18.515;8.319;---;4.820;5.675;3.641;---;;
24/09/2024;13:49:48;2220.00;;97.126;98.348;94.646;---;15.457;15.457;15.457;---;994.64;75.224;15.457;---;---;25.045;24.664;25.520;---;61.159;18.524;8.345;---;4.854;5.665;3.635;---;;
24/09/2024;13:50:18;2250.00;;97.384;98.140;96.955;---;15.456;15.456;15.456;---;994.59;75.695;15.456;---;---;25.016;24.689;25.237;---;61.145;18.512;8.317;---;4.816;5.693;3.624;---;;
24/09/2024;13:50:48;2280.00;;97.555;98.508;96.191;---;15.461;15.461;15.461;---;994.63;76.084;15.461;---;---;24.994;24.644;25.329;---;61.232;18.535;8.332;---;4.878;5.667;3.651;---;;
24/09/2024;13:51:18;2310.00;;97.495;98.354;95.701;---;15.470;15.470;15.470;---;994.58;76.407;15.470;---;---;25.1;24.662;25.389;---;61.179;18.506;8.339;---;4.857;5.648;3.625;---;;
24/09/2024;13:51:48;2340.00;;97.188;98.865;95.989;---;15.468;15.468;15.468;---;994.58;76.613;15.468;---;---;25.038;24.601;25.353;---;61.217;18.535;8.337;---;4.804;5.656;3.634;---;;
24/09/2024;13:52:18;2370.00;;97.324;97.700;95.929;---;15.458;15.458;15.458;---;994.56;76.870;15.458;---;---;25.023;24.742;25.362;---;61.207;18.527;8.327;---;4.831;5.631;3.627;---;;
24/09/2024;13:52:48;2400.00;;97.348;98.918;96.369;---;15.453;15.453;15.453;---;994.50;77.022;15.453;---;---;25.021;24.598;25.311;---;61.201;18.522;8.336;---;4.832;5.665;3.634;---;;
24/09/2024;13:53:18;2430.00;;96.997;98.280;94.929;---;15.461;15.461;15.461;---;994.57;76.786;15.461;---;---;25.062;24.672;25.485;---;61.214;18.526;8.355;---;4.833;5.639;3.645;---;;
24/09/2024;13:53:48;2460.00;;97.285;98.091;95.189;---;15.464;15.464;15.464;---;994.51;76.425;15.464;---;---;25.027;24.695;25.454;---;61.206;18.526;8.343;---;4.838;5.637;3.629;---;;
24/09/2024;13:54:18;2490.00;;97.250;98.610;96.142;---;15.472;15.472;15.472;---;994.50;75.947;15.472;---;---;25.031;24.632;25.335;---;61.183;18.533;8.333;---;4.866;5.633;3.648;---;;
24/09/2024;13:54:48;2520.00;;97.248;98.350;95.106;---;15.470;15.470;15.470;---;994.51;75.512;15.470;---;---;25.031;24.663;25.463;---;61.160;18.506;8.350;---;4.858;5.611;3.651;---;;
24/09/2024;13:55:18;2550.00;;97.265;97.989;96.533;---;15.470;15.470;15.470;---;994.46;75.161;15.470;---;---;25.030;24.707;25.289;---;61.163;18.522;8.319;---;4.794;5.656;3.644;---;;
24/09/2024;13:55:48;2580.00;;97.251;98.132;95.697;---;15.472;15.472;15.472;---;994.50;74.739;15.472;---;---;25.030;24.690;25.390;---;61.125;18.525;8.316;---;4.806;5.680;3.618;---;;
24/09/2024;13:56:18;2610.00;;97.285;98.262;96.457;---;15.478;15.478;15.478;---;994.45;74.780;15.478;---;---;25.026;24.674;25.297;---;61.155;18.511;8.330;---;4.826;5.641;3.650;---;;
24/09/2024;13:56:48;2640.00;;97.074;98.176;95.440;---;15.472;15.472;15.472;---;994.42;75.128;15.472;---;---;25.053;24.685;25.423;---;61.162;18.507;8.329;---;4.814;5.636;3.632;---;;
24/09/2024;13:57:18;2670.00;;97.255;98.012;95.207;---;15.466;15.466;15.466;---;994.44;75.575;15.466;---;---;25.031;24.705;25.452;---;61.180;18.522;8.321;---;4.831;5.638;3.631;---;;
24/09/2024;13:57:48;2700.00;;97.465;98.187;95.535;---;15.458;15.458;15.458;---;994.50;75.873;15.458;---;---;25.6;24.684;25.412;---;61.172;18.546;8.330;---;4.821;5.645;3.669;---;;
24/09/2024;13:58:18;2730.00;;97.431;97.856;95.216;---;15.468;15.468;15.468;---;994.41;76.199;15.468;---;---;25.10;24.724;25.451;---;61.211;18.547;8.342;---;4.784;5.652;3.650;---;;
24/09/2024;13:58:48;2760.00;;97.214;96.997;95.493;---;15.469;15.469;15.469;---;994.45;76.489;15.469;---;---;25.036;24.826;25.417;---;61.216;18.540;8.342;---;4.846;5.639;3.647;---;;
24/09/2024;13:59:18;2790.00;;97.280;98.877;95.593;---;15.459;15.459;15.459;---;994.47;76.763;15.459;---;---;25.029;24.603;25.405;---;61.252;18.541;8.331;---;4.861;5.654;3.651;---;;
24/09/2024;13:59:48;2820.00;;97.138;98.230;96.077;---;15.441;15.441;15.441;---;994.43;76.901;15.441;---;---;25.049;24.682;25.348;---;61.265;18.557;8.325;---;4.835;5.660;3.642;---;;
24/09/2024;14:00:18;2850.00;;97.224;97.512;95.897;---;15.444;15.444;15.444;---;994.44;77.305;15.444;---;---;25.038;24.767;25.370;---;61.238;18.576;8.333;---;4.841;5.646;3.629;---;;
24/09/2024;14:00:48;2880.00;;97.625;98.646;95.428;---;15.454;15.454;15.454;---;994.47;77.114;15.454;---;---;24.988;24.631;25.427;---;61.250;18.567;8.348;---;4.875;5.649;3.645;---;;
24/09/2024;14:01:18;2910.00;;96.830;98.667;95.549;---;15.457;15.457;15.457;---;994.38;76.718;15.457;---;---;25.085;24.628;25.412;---;61.269;18.567;8.327;---;4.830;5.641;3.655;---;;
24/09/2024;14:01:48;2940.00;;97.381;97.396;95.341;---;15.452;15.452;15.452;---;994.40;76.390;15.452;---;---;25.018;24.781;25.438;---;61.197;18.522;8.343;---;4.838;5.650;3.648;---;;
24/09/2024;14:02:18;2970.00;;97.179;98.184;94.776;---;15.448;15.448;15.448;---;994.41;75.893;15.448;---;---;25.044;24.688;25.508;---;61.194;18.560;8.333;---;4.817;5.618;3.614;---;;
24/09/2024;14:02:48;3000.00;;97.199;97.801;96.175;---;15.450;15.450;15.450;---;994.45;75.444;15.450;---;---;25.040;24.732;25.335;---;61.174;18.563;8.333;---;4.864;5.665;3.636;---;;
24/09/2024;14:03:18;3030.00;;97.210;98.986;96.516;---;15.454;15.454;15.454;---;994.43;74.917;15.454;---;---;25.039;24.590;25.293;---;61.206;18.521;8.329;---;4.822;5.613;3.631;---;;
24/09/2024;14:03:48;3060.00;;96.827;98.120;95.461;---;15.459;15.459;15.459;---;994.37;75.009;15.459;---;---;25.085;24.694;25.421;---;61.222;18.566;8.338;---;4.853;5.690;3.627;---;;
24/09/2024;14:04:18;3090.00;;96.934;98.180;95.597;---;15.448;15.448;15.448;---;994.37;75.444;15.448;---;---;25.073;24.688;25.406;---;61.243;18.526;8.331;---;4.837;5.653;3.633;---;;
24/09/2024;14:04:48;3120.00;;96.909;98.035;95.475;---;15.444;15.444;15.444;---;994.38;75.914;15.444;---;---;25.076;24.705;25.423;---;61.231;18.529;8.340;---;4.847;5.624;3.655;---;;
24/09/2024;14:05:18;3150.00;;97.143;98.441;95.290;---;15.450;15.450;15.450;---;994.36;76.244;15.450;---;---;25.048;24.656;25.444;---;61.268;18.541;8.326;---;4.830;5.654;3.670;---;;
24/09/2024;14:05:48;3180.00;;96.925;98.201;95.451;---;15.460;15.460;15.460;---;994.28;76.659;15.460;---;---;25.074;24.685;25.426;---;61.268;18.539;8.329;---;4.796;5.668;3.621;---;;
24/09/2024;14:06:18;3210.00;;97.136;98.282;95.109;---;15.448;15.448;15.448;---;994.32;76.870;15.448;---;---;25.049;24.676;25.467;---;61.302;18.571;8.344;---;4.833;5.634;3.655;---;;
24/09/2024;14:06:48;3240.00;;97.171;98.703;94.851;---;15.441;15.441;15.441;---;994.32;77.069;15.441;---;---;25.046;24.627;25.500;---;61.271;18.559;8.339;---;4.818;5.675;3.642;---;;
24/09/2024;14:07:18;3270.00;;97.392;97.493;95.765;---;15.439;15.439;15.439;---;994.34;77.435;15.439;---;---;25.020;24.772;25.388;---;61.279;18.582;8.378;---;4.826;5.641;3.628;---;;
24/09/2024;14:07:48;3300.00;;97.223;98.942;96.777;---;15.448;15.448;15.448;---;994.36;77.427;15.448;---;---;25.038;24.598;25.263;---;61.330;18.549;8.343;---;4.818;5.637;3.612;---;;
24/09/2024;14:08:18;3330.00;;96.917;98.470;96.601;---;15.456;15.456;15.456;---;994.32;77.084;15.456;---;---;25.075;24.653;25.283;---;61.287;18.560;8.339;---;4.798;5.657;3.614;---;;
24/09/2024;14:08:48;3360.00;;97.030;97.326;95.179;---;15.444;15.444;15.444;---;994.29;76.689;15.444;---;---;25.063;24.791;25.459;---;61.313;18.549;8.343;---;4.836;5.676;3.630;---;;
24/09/2024;14:09:18;3390.00;;96.897;98.021;95.381;---;15.434;15.434;15.434;---;994.35;76.188;15.434;---;---;25.080;24.708;25.436;---;61.300;18.547;8.331;---;4.834;5.639;3.619;---;;
24/09/2024;14:09:48;3420.00;;97.148;98.294;96.170;---;15.429;15.429;15.429;---;994.33;75.794;15.429;---;---;25.050;24.677;25.339;---;61.291;18.561;8.340;---;4.844;5.639;3.606;---;;
24/09/2024;14:10:18;3450.00;;96.989;97.663;95.190;---;15.439;15.439;15.439;---;994.34;75.542;15.439;---;---;25.068;24.751;25.459;---;61.240;18.553;8.340;---;4.827;5.639;3.609;---;;
24/09/2024;14:10:48;3480.00;;96.987;98.253;95.919;---;15.449;15.449;15.449;---;994.29;75.268;15.449;---;---;25.068;24.680;25.368;---;61.242;18.542;8.329;---;4.805;5.606;3.624;---;;
24/09/2024;14:11:18;3510.00;;97.161;98.309;95.732;---;15.438;15.438;15.438;---;994.36;75.616;15.438;---;---;25.047;24.674;25.391;---;61.252;18.556;8.353;---;4.797;5.607;3.619;---;;
24/09/2024;14:11:48;3540.00;;96.891;97.983;96.158;---;15.440;15.440;15.440;---;994.32;76.056;15.440;---;---;25.080;24.713;25.340;---;61.274;18.553;8.341;---;4.811;5.651;3.636;---;;
24/09/2024;14:12:18;3570.00;;96.914;98.286;95.378;---;15.440;15.440;15.440;---;994.34;76.552;15.440;---;---;25.077;24.676;25.436;---;61.291;18.548;8.340;---;4.831;5.614;3.641;---;;
24/09/2024;14:12:48;3600.00;;97.319;98.264;95.600;---;15.448;15.448;15.448;---;994.32;76.832;15.448;---;---;25.027;24.678;25.407;---;61.340;18.578;8.330;---;4.882;5.680;3.656;---;;
24/09/2024;14:13:18;3630.00;;96.921;97.976;95.533;---;15.454;15.454;15.454;---;994.33;77.084;15.454;---;---;25.075;24.712;25.414;---;61.316;18.582;8.344;---;4.831;5.649;3.639;---;;
24/09/2024;14:13:48;3660.00;;97.126;98.027;95.882;---;15.454;15.454;15.454;---;994.37;77.221;15.454;---;---;25.049;24.706;25.371;---;61.320;18.590;8.355;---;4.821;5.625;3.643;---;;
24/09/2024;14:14:18;3690.00;;97.003;98.408;96.319;---;15.448;15.448;15.448;---;994.31;77.412;15.448;---;---;25.066;24.661;25.318;---;61.310;18.582;8.333;---;4.859;5.661;3.634;---;;
24/09/2024;14:14:48;3720.00;;96.678;98.543;95.697;---;15.451;15.451;15.451;---;994.34;77.837;15.451;---;---;25.105;24.645;25.394;---;61.337;18.584;8.359;---;4.807;5.665;3.638;---;;
24/09/2024;14:15:18;3750.00;;97.013;98.233;96.526;---;15.450;15.450;15.450;---;994.33;77.816;15.450;---;---;25.064;24.682;25.295;---;61.329;18.582;8.382;---;4.780;5.666;3.626;---;;
