Date [A Ch.2 Main];Time [A Ch.2 Main];dt (s) [A Ch.2 Main];Oxygen (%air sat.) [A Ch.2 Main];dphi (∞) [A Ch.2 Main];Signal Intensity (mV) [A Ch.2 Main];Ambient Light (mV) [A Ch.2 Main];Status [A Ch.2 Main];Date [A Ch.2 CompT];Time [A Ch.2 CompT];dt (s) [A Ch.2 CompT];Sample Temp. (∞C) [A Ch.2 CompT];Status [A Ch.2 CompT];Date [A Ch.2 CompP];Time [A Ch.2 CompP];dt (s) [A Ch.2 CompP];Pressure (mbar) [A Ch.2 CompP];Status [A Ch.2 CompP];Date [A Ch.3 Main];Time [A Ch.3 Main];dt (s) [A Ch.3 Main];Oxygen (%air sat.) [A Ch.3 Main];dphi (∞) [A Ch.3 Main];Signal Intensity (mV) [A Ch.3 Main];Ambient Light (mV) [A Ch.3 Main];Status [A Ch.3 Main];Date [A Ch.3 CompT];Time [A Ch.3 CompT];dt (s) [A Ch.3 CompT];Sample Temp. (∞C) [A Ch.3 CompT];Status [A Ch.3 CompT];Date [A Ch.3 CompP];Time [A Ch.3 CompP];dt (s) [A Ch.3 CompP];Pressure (mbar) [A Ch.3 CompP];Status [A Ch.3 CompP];Date [A Ch.4 Main];Time [A Ch.4 Main];dt (s) [A Ch.4 Main];Oxygen (%air sat.) [A Ch.4 Main];dphi (∞) [A Ch.4 Main];Signal Intensity (mV) [A Ch.4 Main];Ambient Light (mV) [A Ch.4 Main];Status [A Ch.4 Main];Date [A Ch.4 CompT];Time [A Ch.4 CompT];dt (s) [A Ch.4 CompT];Sample Temp. (∞C) [A Ch.4 CompT];Status [A Ch.4 CompT];Date [A Ch.4 CompP];Time [A Ch.4 CompP];dt (s) [A Ch.4 CompP];Pressure (mbar) [A Ch.4 CompP];Status [A Ch.4 CompP];Date [A T1];Time [A T1];dt (s) [A T1];Sample Temp. (∞C) [A T1];Status [A T1];Date [Comment];Time [Comment];Comment
24-09-2024;14:51:09.181;5880.585;99.924;24.681;151;0;OK;24-09-2024;14:51:09.181;5880.585;15.345;OK;24-09-2024;14:51:09.181;5880.585;995;OK;24-09-2024;14:51:08.769;5880.173;99.629;25.035;52;0;OK;24-09-2024;14:51:08.769;5880.173;15.345;OK;24-09-2024;14:51:08.769;5880.173;995;OK;24-09-2024;14:51:08.984;5880.388;102.360;24.385;61;0;OK;24-09-2024;14:51:08.984;5880.388;15.345;OK;24-09-2024;14:51:08.984;5880.388;995;OK;24-09-2024;16:30:08.777;11820.181;15.373;OK;;;
24-09-2024;14:51:39.185;5910.589;99.910;24.682;151;0;OK;24-09-2024;14:51:39.185;5910.589;15.344;OK;24-09-2024;14:51:39.185;5910.589;995;OK;24-09-2024;14:51:38.772;5910.176;99.549;25.044;52;0;OK;24-09-2024;14:51:38.772;5910.176;15.344;OK;24-09-2024;14:51:38.772;5910.176;995;OK;24-09-2024;14:51:38.986;5910.391;102.277;24.394;61;1;OK;24-09-2024;14:51:38.986;5910.391;15.344;OK;24-09-2024;14:51:38.986;5910.391;995;OK;24-09-2024;16:31:08.778;11880.182;15.371;OK;;;
24-09-2024;14:52:09.188;5940.592;99.883;24.685;151;1;OK;24-09-2024;14:52:09.188;5940.592;15.343;OK;24-09-2024;14:52:09.188;5940.592;995;OK;24-09-2024;14:52:08.972;5940.376;99.533;25.047;52;0;OK;24-09-2024;14:52:08.972;5940.376;15.342;OK;24-09-2024;14:52:08.972;5940.376;995;OK;24-09-2024;14:52:08.776;5940.180;102.462;24.374;61;1;OK;24-09-2024;14:52:08.776;5940.180;15.343;OK;24-09-2024;14:52:08.776;5940.180;995;OK;24-09-2024;16:32:08.781;11940.185;15.374;OK;;;
24-09-2024;14:52:39.204;5970.608;99.839;24.691;151;1;OK;24-09-2024;14:52:39.204;5970.608;15.340;OK;24-09-2024;14:52:39.204;5970.608;995;OK;24-09-2024;14:52:38.778;5970.182;99.658;25.032;52;0;OK;24-09-2024;14:52:38.778;5970.182;15.342;OK;24-09-2024;14:52:38.778;5970.182;995;OK;24-09-2024;14:52:38.991;5970.395;102.348;24.387;61;0;OK;24-09-2024;14:52:38.991;5970.395;15.342;OK;24-09-2024;14:52:38.991;5970.395;995;OK;24-09-2024;16:33:08.782;12000.186;15.368;OK;;;
24-09-2024;14:53:09.205;6000.609;99.972;24.675;151;0;OK;24-09-2024;14:53:09.205;6000.609;15.345;OK;24-09-2024;14:53:09.205;6000.609;995;OK;24-09-2024;14:53:08.975;6000.379;99.722;25.025;52;0;OK;24-09-2024;14:53:08.975;6000.379;15.346;OK;24-09-2024;14:53:08.975;6000.379;995;OK;24-09-2024;14:53:08.778;6000.182;102.541;24.364;61;0;OK;24-09-2024;14:53:08.778;6000.182;15.346;OK;24-09-2024;14:53:08.778;6000.182;995;OK;24-09-2024;16:34:08.781;12060.185;15.368;OK;;;
24-09-2024;14:53:39.193;6030.597;99.928;24.680;151;0;OK;24-09-2024;14:53:39.193;6030.597;15.347;OK;24-09-2024;14:53:39.193;6030.597;995;OK;24-09-2024;14:53:38.979;6030.383;99.630;25.035;52;0;OK;24-09-2024;14:53:38.979;6030.383;15.347;OK;24-09-2024;14:53:38.979;6030.383;995;OK;24-09-2024;14:53:38.781;6030.185;102.431;24.377;61;0;OK;24-09-2024;14:53:38.781;6030.185;15.348;OK;24-09-2024;14:53:38.781;6030.185;995;OK;24-09-2024;16:35:08.782;12120.186;15.372;OK;;;
24-09-2024;14:54:09.192;6060.597;100.012;24.670;151;0;OK;24-09-2024;14:54:09.192;6060.597;15.345;OK;24-09-2024;14:54:09.192;6060.597;995;OK;24-09-2024;14:54:08.978;6060.382;99.589;25.040;52;0;OK;24-09-2024;14:54:08.978;6060.382;15.345;OK;24-09-2024;14:54:08.978;6060.382;995;OK;24-09-2024;14:54:08.779;6060.183;102.440;24.376;61;0;OK;24-09-2024;14:54:08.779;6060.183;15.344;OK;24-09-2024;14:54:08.779;6060.183;995;OK;24-09-2024;16:36:08.781;12180.185;15.374;OK;;;
24-09-2024;14:54:39.188;6090.592;99.939;24.680;151;1;OK;24-09-2024;14:54:39.188;6090.592;15.342;OK;24-09-2024;14:54:39.188;6090.592;995;OK;24-09-2024;14:54:38.975;6090.379;99.622;25.037;52;1;OK;24-09-2024;14:54:38.975;6090.379;15.342;OK;24-09-2024;14:54:38.975;6090.379;995;OK;24-09-2024;14:54:38.780;6090.184;102.357;24.386;61;1;OK;24-09-2024;14:54:38.780;6090.184;15.342;OK;24-09-2024;14:54:38.780;6090.184;995;OK;24-09-2024;16:37:08.782;12240.186;15.369;OK;;;
24-09-2024;14:55:09.205;6120.610;99.972;24.676;151;0;OK;24-09-2024;14:55:09.205;6120.610;15.342;OK;24-09-2024;14:55:09.205;6120.610;995;OK;24-09-2024;14:55:08.975;6120.379;99.585;25.041;52;1;OK;24-09-2024;14:55:08.975;6120.379;15.342;OK;24-09-2024;14:55:08.975;6120.379;995;OK;24-09-2024;14:55:08.778;6120.182;102.527;24.366;61;1;OK;24-09-2024;14:55:08.778;6120.182;15.342;OK;24-09-2024;14:55:08.778;6120.182;995;OK;24-09-2024;16:38:08.783;12300.187;15.354;OK;;;
24-09-2024;14:55:39.188;6150.593;100.018;24.669;151;0;OK;24-09-2024;14:55:39.188;6150.593;15.347;OK;24-09-2024;14:55:39.188;6150.593;995;OK;24-09-2024;14:55:38.974;6150.378;99.532;25.047;52;0;OK;24-09-2024;14:55:38.974;6150.378;15.347;OK;24-09-2024;14:55:38.974;6150.378;995;OK;24-09-2024;14:55:38.778;6150.183;102.434;24.376;61;0;OK;24-09-2024;14:55:38.778;6150.183;15.347;OK;24-09-2024;14:55:38.778;6150.183;995;OK;24-09-2024;16:39:08.783;12360.187;15.355;OK;;;
24-09-2024;14:56:09.186;6180.590;99.943;24.678;151;1;OK;24-09-2024;14:56:09.186;6180.590;15.346;OK;24-09-2024;14:56:09.186;6180.590;995;OK;24-09-2024;14:56:08.974;6180.378;99.614;25.037;52;1;OK;24-09-2024;14:56:08.974;6180.378;15.346;OK;24-09-2024;14:56:08.974;6180.378;995;OK;24-09-2024;14:56:08.779;6180.183;102.443;24.376;61;0;OK;24-09-2024;14:56:08.779;6180.183;15.345;OK;24-09-2024;14:56:08.779;6180.183;995;OK;24-09-2024;16:40:08.783;12420.187;15.359;OK;;;
24-09-2024;14:56:39.193;6210.597;100.051;24.667;151;0;OK;24-09-2024;14:56:39.193;6210.597;15.340;OK;24-09-2024;14:56:39.193;6210.597;995;OK;24-09-2024;14:56:38.980;6210.384;99.734;25.025;52;0;OK;24-09-2024;14:56:38.980;6210.384;15.340;OK;24-09-2024;14:56:38.980;6210.384;995;OK;24-09-2024;14:56:38.783;6210.187;102.509;24.369;61;0;OK;24-09-2024;14:56:38.783;6210.187;15.340;OK;24-09-2024;14:56:38.783;6210.187;995;OK;24-09-2024;16:41:08.785;12480.189;15.362;OK;;;
24-09-2024;14:57:09.195;6240.599;100.046;24.667;150;0;OK;24-09-2024;14:57:09.195;6240.599;15.339;OK;24-09-2024;14:57:09.195;6240.599;995;OK;24-09-2024;14:57:08.981;6240.385;99.592;25.041;52;0;OK;24-09-2024;14:57:08.981;6240.385;15.339;OK;24-09-2024;14:57:08.981;6240.385;995;OK;24-09-2024;14:57:08.782;6240.186;102.354;24.386;61;0;OK;24-09-2024;14:57:08.782;6240.186;15.340;OK;24-09-2024;14:57:08.782;6240.186;995;OK;24-09-2024;16:42:08.786;12540.190;15.372;OK;;;
24-09-2024;14:57:39.192;6270.597;100.175;24.652;151;0;OK;24-09-2024;14:57:39.192;6270.597;15.340;OK;24-09-2024;14:57:39.192;6270.597;995;OK;24-09-2024;14:57:38.979;6270.383;99.541;25.048;52;0;OK;24-09-2024;14:57:38.979;6270.383;15.340;OK;24-09-2024;14:57:38.979;6270.383;995;OK;24-09-2024;14:57:38.783;6270.187;102.419;24.379;61;0;OK;24-09-2024;14:57:38.783;6270.187;15.340;OK;24-09-2024;14:57:38.783;6270.187;995;OK;24-09-2024;16:43:08.787;12600.191;15.364;OK;;;
24-09-2024;14:58:09.192;6300.596;100.180;24.652;151;1;OK;24-09-2024;14:58:09.192;6300.596;15.341;OK;24-09-2024;14:58:09.192;6300.596;995;OK;24-09-2024;14:58:08.977;6300.382;99.546;25.046;52;0;OK;24-09-2024;14:58:08.977;6300.382;15.342;OK;24-09-2024;14:58:08.977;6300.382;995;OK;24-09-2024;14:58:08.781;6300.185;102.450;24.376;61;1;OK;24-09-2024;14:58:08.781;6300.185;15.342;OK;24-09-2024;14:58:08.781;6300.185;995;OK;24-09-2024;16:44:08.787;12660.192;15.368;OK;;;
24-09-2024;14:58:39.200;6330.604;100.117;24.659;151;0;OK;24-09-2024;14:58:39.200;6330.604;15.342;OK;24-09-2024;14:58:39.200;6330.604;995;OK;24-09-2024;14:58:38.985;6330.389;99.577;25.043;52;0;OK;24-09-2024;14:58:38.985;6330.389;15.341;OK;24-09-2024;14:58:38.985;6330.389;995;OK;24-09-2024;14:58:38.788;6330.192;102.317;24.391;61;0;OK;24-09-2024;14:58:38.788;6330.192;15.340;OK;24-09-2024;14:58:38.788;6330.192;995;OK;24-09-2024;16:45:08.790;12720.194;15.367;OK;;;
24-09-2024;14:59:09.193;6360.597;100.096;24.662;150;0;OK;24-09-2024;14:59:09.193;6360.597;15.340;OK;24-09-2024;14:59:09.193;6360.597;995;OK;24-09-2024;14:59:08.981;6360.385;99.683;25.030;52;1;OK;24-09-2024;14:59:08.981;6360.385;15.339;OK;24-09-2024;14:59:08.981;6360.385;995;OK;24-09-2024;14:59:08.785;6360.189;102.299;24.393;61;0;OK;24-09-2024;14:59:08.785;6360.189;15.340;OK;24-09-2024;14:59:08.785;6360.189;995;OK;24-09-2024;16:46:08.790;12780.194;15.365;OK;;;
24-09-2024;14:59:38.987;6390.391;100.176;24.652;151;0;OK;24-09-2024;14:59:38.987;6390.391;15.342;OK;24-09-2024;14:59:38.987;6390.391;995;OK;24-09-2024;14:59:39.138;6390.542;99.602;25.040;52;0;OK;24-09-2024;14:59:39.138;6390.542;15.342;OK;24-09-2024;14:59:39.138;6390.542;995;OK;24-09-2024;14:59:38.791;6390.195;102.416;24.380;61;0;OK;24-09-2024;14:59:38.791;6390.195;15.341;OK;24-09-2024;14:59:38.791;6390.195;995;OK;24-09-2024;16:47:08.790;12840.194;15.355;OK;;;
24-09-2024;15:00:08.989;6420.393;100.155;24.654;151;0;OK;24-09-2024;15:00:08.989;6420.393;15.341;OK;24-09-2024;15:00:08.989;6420.393;995;OK;24-09-2024;15:00:09.122;6420.526;99.627;25.037;52;0;OK;24-09-2024;15:00:09.122;6420.526;15.341;OK;24-09-2024;15:00:09.122;6420.526;995;OK;24-09-2024;15:00:08.791;6420.195;102.267;24.396;61;1;OK;24-09-2024;15:00:08.791;6420.195;15.341;OK;24-09-2024;15:00:08.791;6420.195;995;OK;24-09-2024;16:48:08.790;12900.194;15.359;OK;;;
24-09-2024;15:00:38.989;6450.393;100.194;24.650;150;0;OK;24-09-2024;15:00:38.989;6450.393;15.341;OK;24-09-2024;15:00:38.989;6450.393;995;OK;24-09-2024;15:00:39.123;6450.527;99.787;25.018;52;1;OK;24-09-2024;15:00:39.123;6450.527;15.341;OK;24-09-2024;15:00:39.123;6450.527;995;OK;24-09-2024;15:00:38.789;6450.193;102.303;24.392;61;0;OK;24-09-2024;15:00:38.789;6450.193;15.342;OK;24-09-2024;15:00:38.789;6450.193;995;OK;24-09-2024;16:49:08.789;12960.194;15.366;OK;;;
24-09-2024;15:01:08.987;6480.391;100.145;24.656;150;0;OK;24-09-2024;15:01:08.987;6480.391;15.341;OK;24-09-2024;15:01:08.987;6480.391;995;OK;24-09-2024;15:01:09.121;6480.525;99.527;25.049;52;0;OK;24-09-2024;15:01:09.121;6480.525;15.341;OK;24-09-2024;15:01:09.121;6480.525;995;OK;24-09-2024;15:01:08.790;6480.194;102.397;24.381;61;0;OK;24-09-2024;15:01:08.790;6480.194;15.341;OK;24-09-2024;15:01:08.790;6480.194;995;OK;24-09-2024;16:50:08.792;13020.196;15.365;OK;;;
24-09-2024;15:01:38.986;6510.391;100.091;24.662;151;1;OK;24-09-2024;15:01:38.986;6510.391;15.342;OK;24-09-2024;15:01:38.986;6510.391;995;OK;24-09-2024;15:01:39.119;6510.523;99.486;25.053;52;0;OK;24-09-2024;15:01:39.119;6510.523;15.342;OK;24-09-2024;15:01:39.119;6510.523;995;OK;24-09-2024;15:01:38.791;6510.195;102.226;24.401;61;0;OK;24-09-2024;15:01:38.791;6510.195;15.343;OK;24-09-2024;15:01:38.791;6510.195;995;OK;24-09-2024;16:51:08.793;13080.197;15.368;OK;;;
24-09-2024;15:02:08.989;6540.393;100.056;24.666;151;1;OK;24-09-2024;15:02:08.989;6540.393;15.342;OK;24-09-2024;15:02:08.989;6540.393;995;OK;24-09-2024;15:02:09.124;6540.528;99.618;25.038;52;0;OK;24-09-2024;15:02:09.124;6540.528;15.340;OK;24-09-2024;15:02:09.124;6540.528;995;OK;24-09-2024;15:02:08.793;6540.197;102.359;24.386;61;0;OK;24-09-2024;15:02:08.793;6540.197;15.341;OK;24-09-2024;15:02:08.793;6540.197;995;OK;24-09-2024;16:52:08.792;13140.196;15.369;OK;;;
24-09-2024;15:02:38.993;6570.397;100.042;24.668;151;0;OK;24-09-2024;15:02:38.993;6570.397;15.342;OK;24-09-2024;15:02:38.993;6570.397;995;OK;24-09-2024;15:02:39.126;6570.530;99.534;25.048;52;0;OK;24-09-2024;15:02:39.126;6570.530;15.342;OK;24-09-2024;15:02:39.126;6570.530;995;OK;24-09-2024;15:02:38.794;6570.199;102.253;24.398;61;0;OK;24-09-2024;15:02:38.794;6570.199;15.342;OK;24-09-2024;15:02:38.794;6570.199;995;OK;24-09-2024;16:53:08.795;13200.199;15.373;OK;;;
24-09-2024;15:03:08.997;6600.401;99.994;24.673;151;0;OK;24-09-2024;15:03:08.997;6600.401;15.345;OK;24-09-2024;15:03:08.997;6600.401;995;OK;24-09-2024;15:03:09.128;6600.533;99.648;25.034;52;0;OK;24-09-2024;15:03:09.128;6600.533;15.345;OK;24-09-2024;15:03:09.128;6600.533;995;OK;24-09-2024;15:03:08.798;6600.202;102.283;24.395;61;0;OK;24-09-2024;15:03:08.798;6600.202;15.344;OK;24-09-2024;15:03:08.798;6600.202;995;OK;24-09-2024;16:54:08.792;13260.196;15.370;OK;;;
24-09-2024;15:03:39.211;6630.615;100.097;24.661;151;0;OK;24-09-2024;15:03:39.211;6630.615;15.344;OK;24-09-2024;15:03:39.211;6630.615;995;OK;24-09-2024;15:03:38.996;6630.400;99.593;25.041;52;0;OK;24-09-2024;15:03:38.996;6630.400;15.343;OK;24-09-2024;15:03:38.996;6630.400;995;OK;24-09-2024;15:03:38.800;6630.204;102.280;24.395;61;0;OK;24-09-2024;15:03:38.800;6630.204;15.343;OK;24-09-2024;15:03:38.800;6630.204;995;OK;24-09-2024;16:55:08.794;13320.198;15.370;OK;;;
24-09-2024;15:04:09.208;6660.612;100.014;24.671;151;1;OK;24-09-2024;15:04:09.208;6660.612;15.342;OK;24-09-2024;15:04:09.208;6660.612;995;OK;24-09-2024;15:04:08.996;6660.401;99.590;25.041;52;1;OK;24-09-2024;15:04:08.996;6660.401;15.342;OK;24-09-2024;15:04:08.996;6660.401;995;OK;24-09-2024;15:04:08.798;6660.202;102.313;24.391;61;0;OK;24-09-2024;15:04:08.798;6660.202;15.342;OK;24-09-2024;15:04:08.798;6660.202;995;OK;24-09-2024;16:56:08.795;13380.199;15.368;OK;;;
24-09-2024;15:04:39.210;6690.614;100.073;24.664;151;0;OK;24-09-2024;15:04:39.210;6690.614;15.341;OK;24-09-2024;15:04:39.210;6690.614;995;OK;24-09-2024;15:04:38.997;6690.401;99.510;25.051;52;0;OK;24-09-2024;15:04:38.997;6690.401;15.341;OK;24-09-2024;15:04:38.997;6690.401;995;OK;24-09-2024;15:04:38.801;6690.205;102.251;24.399;61;0;OK;24-09-2024;15:04:38.801;6690.205;15.341;OK;24-09-2024;15:04:38.801;6690.205;995;OK;24-09-2024;16:57:08.794;13440.198;15.368;OK;;;
24-09-2024;15:05:09.216;6720.620;100.136;24.657;151;0;OK;24-09-2024;15:05:09.216;6720.620;15.341;OK;24-09-2024;15:05:09.216;6720.620;995;OK;24-09-2024;15:05:09.001;6720.405;99.494;25.052;52;0;OK;24-09-2024;15:05:09.001;6720.405;15.342;OK;24-09-2024;15:05:09.001;6720.405;995;OK;24-09-2024;15:05:08.801;6720.205;102.401;24.381;61;0;OK;24-09-2024;15:05:08.801;6720.205;15.341;OK;24-09-2024;15:05:08.801;6720.205;995;OK;24-09-2024;16:58:08.796;13500.200;15.372;OK;;;
24-09-2024;15:05:39.211;6750.615;100.010;24.671;151;0;OK;24-09-2024;15:05:39.211;6750.615;15.342;OK;24-09-2024;15:05:39.211;6750.615;995;OK;24-09-2024;15:05:38.996;6750.400;99.408;25.062;52;0;OK;24-09-2024;15:05:38.996;6750.400;15.342;OK;24-09-2024;15:05:38.996;6750.400;995;OK;24-09-2024;15:05:38.801;6750.205;102.502;24.370;61;0;OK;24-09-2024;15:05:38.801;6750.205;15.342;OK;24-09-2024;15:05:38.801;6750.205;995;OK;24-09-2024;16:59:08.794;13560.199;15.372;OK;;;
24-09-2024;15:06:09.216;6780.621;100.058;24.666;151;0;OK;24-09-2024;15:06:09.216;6780.621;15.343;OK;24-09-2024;15:06:09.216;6780.621;995;OK;24-09-2024;15:06:09.003;6780.407;99.380;25.065;52;0;OK;24-09-2024;15:06:09.003;6780.407;15.343;OK;24-09-2024;15:06:09.003;6780.407;995;OK;24-09-2024;15:06:08.803;6780.207;102.258;24.397;61;0;OK;24-09-2024;15:06:08.803;6780.207;15.343;OK;24-09-2024;15:06:08.803;6780.207;995;OK;24-09-2024;17:00:08.796;13620.200;15.372;OK;;;
24-09-2024;15:06:39.217;6810.621;100.021;24.670;151;0;OK;24-09-2024;15:06:39.217;6810.621;15.339;OK;24-09-2024;15:06:39.217;6810.621;995;OK;24-09-2024;15:06:38.998;6810.402;99.524;25.049;52;1;OK;24-09-2024;15:06:38.998;6810.402;15.338;OK;24-09-2024;15:06:38.998;6810.402;995;OK;24-09-2024;15:06:38.804;6810.208;102.206;24.404;61;1;OK;24-09-2024;15:06:38.804;6810.208;15.338;OK;24-09-2024;15:06:38.804;6810.208;995;OK;24-09-2024;17:01:08.797;13680.201;15.367;OK;;;
24-09-2024;15:07:09.215;6840.619;100.017;24.671;151;1;OK;24-09-2024;15:07:09.215;6840.619;15.339;OK;24-09-2024;15:07:09.215;6840.619;995;OK;24-09-2024;15:07:08.999;6840.403;99.468;25.056;52;0;OK;24-09-2024;15:07:08.999;6840.403;15.339;OK;24-09-2024;15:07:08.999;6840.403;995;OK;24-09-2024;15:07:08.805;6840.209;102.383;24.384;61;1;OK;24-09-2024;15:07:08.805;6840.209;15.339;OK;24-09-2024;15:07:08.805;6840.209;995;OK;24-09-2024;17:02:08.796;13740.201;15.371;OK;;;
24-09-2024;15:07:39.209;6870.613;100.160;24.654;151;0;OK;24-09-2024;15:07:39.209;6870.613;15.341;OK;24-09-2024;15:07:39.209;6870.613;995;OK;24-09-2024;15:07:38.996;6870.400;99.446;25.058;52;0;OK;24-09-2024;15:07:38.996;6870.400;15.341;OK;24-09-2024;15:07:38.996;6870.400;995;OK;24-09-2024;15:07:38.801;6870.205;102.321;24.391;61;0;OK;24-09-2024;15:07:38.801;6870.205;15.339;OK;24-09-2024;15:07:38.801;6870.205;995;OK;24-09-2024;17:03:08.796;13800.200;15.372;OK;;;
24-09-2024;15:08:09.215;6900.619;100.040;24.668;151;0;OK;24-09-2024;15:08:09.215;6900.619;15.342;OK;24-09-2024;15:08:09.215;6900.619;995;OK;24-09-2024;15:08:09.001;6900.405;99.461;25.056;52;0;OK;24-09-2024;15:08:09.001;6900.405;15.343;OK;24-09-2024;15:08:09.001;6900.405;995;OK;24-09-2024;15:08:08.804;6900.208;102.396;24.383;61;0;OK;24-09-2024;15:08:08.804;6900.208;15.342;OK;24-09-2024;15:08:08.804;6900.208;995;OK;24-09-2024;17:04:08.799;13860.203;15.369;OK;;;
24-09-2024;15:08:39.214;6930.618;100.031;24.670;151;1;OK;24-09-2024;15:08:39.214;6930.618;15.336;OK;24-09-2024;15:08:39.214;6930.618;995;OK;24-09-2024;15:08:39.001;6930.406;99.525;25.050;52;0;OK;24-09-2024;15:08:39.001;6930.406;15.336;OK;24-09-2024;15:08:39.001;6930.406;995;OK;24-09-2024;15:08:38.804;6930.208;102.307;24.393;61;0;OK;24-09-2024;15:08:38.804;6930.208;15.334;OK;24-09-2024;15:08:38.804;6930.208;995;OK;24-09-2024;17:05:08.799;13920.203;15.367;OK;;;
24-09-2024;15:09:09.217;6960.621;99.954;24.679;151;0;OK;24-09-2024;15:09:09.217;6960.621;15.334;OK;24-09-2024;15:09:09.217;6960.621;995;OK;24-09-2024;15:09:09.002;6960.407;99.491;25.053;52;0;OK;24-09-2024;15:09:09.002;6960.407;15.335;OK;24-09-2024;15:09:09.002;6960.407;995;OK;24-09-2024;15:09:08.805;6960.209;102.287;24.395;61;1;OK;24-09-2024;15:09:08.805;6960.209;15.335;OK;24-09-2024;15:09:08.805;6960.209;995;OK;24-09-2024;17:06:08.798;13980.203;15.373;OK;;;
24-09-2024;15:09:39.216;6990.620;99.976;24.676;151;1;OK;24-09-2024;15:09:39.216;6990.620;15.337;OK;24-09-2024;15:09:39.216;6990.620;995;OK;24-09-2024;15:09:39.002;6990.406;99.497;25.053;52;1;OK;24-09-2024;15:09:39.002;6990.406;15.337;OK;24-09-2024;15:09:39.002;6990.406;995;OK;24-09-2024;15:09:38.806;6990.210;102.179;24.407;61;0;OK;24-09-2024;15:09:38.806;6990.210;15.337;OK;24-09-2024;15:09:38.806;6990.210;995;OK;24-09-2024;17:07:08.799;14040.203;15.366;OK;;;
24-09-2024;15:10:09.215;7020.619;100.075;24.665;151;0;OK;24-09-2024;15:10:09.215;7020.619;15.337;OK;24-09-2024;15:10:09.215;7020.619;995;OK;24-09-2024;15:10:09.002;7020.406;99.444;25.059;52;1;OK;24-09-2024;15:10:09.002;7020.406;15.336;OK;24-09-2024;15:10:09.002;7020.406;995;OK;24-09-2024;15:10:08.805;7020.209;102.339;24.389;61;1;OK;24-09-2024;15:10:08.805;7020.209;15.335;OK;24-09-2024;15:10:08.805;7020.209;995;OK;24-09-2024;17:08:08.800;14100.204;15.367;OK;;;
24-09-2024;15:10:39.218;7050.622;100.039;24.668;151;0;OK;24-09-2024;15:10:39.218;7050.622;15.341;OK;24-09-2024;15:10:39.218;7050.622;995;OK;24-09-2024;15:10:39.005;7050.409;99.417;25.061;52;0;OK;24-09-2024;15:10:39.005;7050.409;15.341;OK;24-09-2024;15:10:39.005;7050.409;995;OK;24-09-2024;15:10:38.809;7050.213;102.296;24.394;61;0;OK;24-09-2024;15:10:38.809;7050.213;15.340;OK;24-09-2024;15:10:38.809;7050.213;995;OK;24-09-2024;17:09:08.804;14160.208;15.370;OK;;;
24-09-2024;15:11:09.221;7080.625;100.061;24.666;151;0;OK;24-09-2024;15:11:09.221;7080.625;15.339;OK;24-09-2024;15:11:09.221;7080.625;995;OK;24-09-2024;15:11:09.007;7080.411;99.313;25.074;52;0;OK;24-09-2024;15:11:09.007;7080.411;15.337;OK;24-09-2024;15:11:09.007;7080.411;995;OK;24-09-2024;15:11:08.810;7080.215;102.096;24.416;61;0;OK;24-09-2024;15:11:08.810;7080.215;15.337;OK;24-09-2024;15:11:08.810;7080.215;995;OK;24-09-2024;17:10:08.802;14220.206;15.364;OK;;;
24-09-2024;15:11:39.217;7110.621;100.041;24.668;151;0;OK;24-09-2024;15:11:39.217;7110.621;15.342;OK;24-09-2024;15:11:39.217;7110.621;995;OK;24-09-2024;15:11:39.005;7110.409;99.483;25.054;52;0;OK;24-09-2024;15:11:39.005;7110.409;15.342;OK;24-09-2024;15:11:39.005;7110.409;995;OK;24-09-2024;15:11:38.809;7110.213;102.193;24.405;61;0;OK;24-09-2024;15:11:38.809;7110.213;15.343;OK;24-09-2024;15:11:38.809;7110.213;995;OK;24-09-2024;17:11:08.801;14280.205;15.366;OK;;;
24-09-2024;15:12:09.226;7140.630;99.951;24.679;151;0;OK;24-09-2024;15:12:09.226;7140.630;15.336;OK;24-09-2024;15:12:09.226;7140.630;995;OK;24-09-2024;15:12:09.011;7140.415;99.431;25.060;52;0;OK;24-09-2024;15:12:09.011;7140.415;15.336;OK;24-09-2024;15:12:09.011;7140.415;995;OK;24-09-2024;15:12:08.813;7140.217;102.219;24.402;61;1;OK;24-09-2024;15:12:08.813;7140.217;15.337;OK;24-09-2024;15:12:08.813;7140.217;995;OK;24-09-2024;17:12:08.801;14340.205;15.368;OK;;;
24-09-2024;15:12:39.222;7170.626;99.962;24.677;151;0;OK;24-09-2024;15:12:39.222;7170.626;15.340;OK;24-09-2024;15:12:39.222;7170.626;995;OK;24-09-2024;15:12:39.009;7170.413;99.535;25.048;52;0;OK;24-09-2024;15:12:39.009;7170.413;15.339;OK;24-09-2024;15:12:39.009;7170.413;995;OK;24-09-2024;15:12:38.812;7170.216;102.232;24.400;61;0;OK;24-09-2024;15:12:38.812;7170.216;15.339;OK;24-09-2024;15:12:38.812;7170.216;995;OK;24-09-2024;17:13:08.803;14400.207;15.365;OK;;;
