;;; ;Oxygen;Oxygen;Oxygen;;Compensation;Temperature;('C);;Pressure;Humidity;Temp. Probe;Int. Temp.;Analog In;Raw Data:; dphi (°);;;Signal;Intensity;(mV);;Ambient;Light;(mV);;Advanced Raw Values (only logged while raw data window is open);
19/09/2024;10:37:42;300.00;;97.300;98.306;97.434;---;15.607;15.607;15.607;---;997.26;70.484;15.607;---;---;24.977;24.620;25.130;---;66.220;24.068;7.879;---;4.943;5.709;3.705;---;;
19/09/2024;10:38:12;330.00;;97.486;98.274;99.130;---;15.597;15.597;15.597;---;997.28;70.293;15.597;---;---;24.955;24.625;24.929;---;66.215;24.068;7.901;---;4.919;5.715;3.717;---;;
19/09/2024;10:38:42;360.00;;97.961;97.344;99.133;---;15.601;15.601;15.601;---;997.16;70.359;15.601;---;---;24.899;24.737;24.929;---;66.208;24.077;7.878;---;4.902;5.699;3.702;---;;
19/09/2024;10:39:12;390.00;;97.413;97.511;99.887;---;15.604;15.604;15.604;---;997.14;70.523;15.604;---;---;24.965;24.717;24.840;---;66.236;24.118;7.884;---;4.929;5.708;3.701;---;;
19/09/2024;10:39:42;420.00;;97.546;97.446;98.568;---;15.610;15.610;15.610;---;997.26;70.540;15.610;---;---;24.946;24.723;24.997;---;66.214;24.145;7.887;---;4.890;5.739;3.690;---;;
19/09/2024;10:40:12;450.00;;97.269;97.308;99.745;---;15.611;15.611;15.611;---;997.23;70.558;15.611;---;---;24.980;24.739;24.856;---;66.198;24.163;7.883;---;4.938;5.687;3.690;---;;
19/09/2024;10:40:42;480.00;;97.748;97.319;99.509;---;15.605;15.605;15.605;---;997.28;70.558;15.605;---;---;24.923;24.738;24.883;---;66.197;24.158;7.878;---;4.867;5.717;3.688;---;;
19/09/2024;10:41:12;510.00;;97.859;96.901;99.826;---;15.609;15.609;15.609;---;997.24;70.477;15.609;---;---;24.909;24.788;24.847;---;66.195;24.172;7.902;---;4.870;5.702;3.691;---;;
19/09/2024;10:41:42;540.00;;97.891;96.651;99.347;---;15.617;15.617;15.617;---;997.29;70.515;15.617;---;---;24.904;24.817;24.901;---;66.195;24.179;7.867;---;4.885;5.731;3.667;---;;
19/09/2024;10:42:12;570.00;;97.474;97.404;99.119;---;15.620;15.620;15.620;---;997.28;70.802;15.620;---;---;24.954;24.726;24.928;---;66.186;24.158;7.877;---;4.915;5.697;3.684;---;;
19/09/2024;10:42:42;600.00;;97.149;97.292;99.844;---;15.617;15.617;15.617;---;997.20;70.749;15.617;---;---;24.994;24.741;24.844;---;66.180;24.138;7.886;---;4.887;5.715;3.677;---;;
19/09/2024;10:43:12;630.00;;97.364;97.785;99.360;---;15.613;15.613;15.613;---;997.25;70.484;15.613;---;---;24.968;24.682;24.901;---;66.178;24.170;7.885;---;4.876;5.691;3.694;---;;
19/09/2024;10:43:42;660.00;;97.120;96.288;99.677;---;15.612;15.612;15.612;---;997.27;70.324;15.612;---;---;24.998;24.862;24.863;---;66.202;24.167;7.878;---;4.864;5.660;3.670;---;;
19/09/2024;10:44:12;690.00;;97.515;97.043;99.286;---;15.618;15.618;15.618;---;997.25;70.321;15.618;---;---;24.950;24.771;24.909;---;66.241;24.159;7.871;---;4.945;5.722;3.690;---;;
19/09/2024;10:44:42;720.00;;96.941;97.387;99.458;---;15.617;15.617;15.617;---;997.31;70.151;15.617;---;---;25.018;24.728;24.888;---;66.367;24.181;7.890;---;4.914;5.690;3.671;---;;
19/09/2024;10:45:12;750.00;;96.631;95.375;98.918;---;15.617;15.617;15.617;---;997.36;70.118;15.617;---;---;25.055;24.972;24.951;---;66.290;24.332;7.877;---;4.919;5.704;3.659;---;;
19/09/2024;10:45:42;780.00;;96.803;95.603;99.899;---;15.609;15.609;15.609;---;997.35;70.187;15.609;---;---;25.035;24.945;24.836;---;66.262;24.338;7.881;---;4.933;5.696;3.681;---;;
19/09/2024;10:46:12;810.00;;97.186;95.268;99.439;---;15.610;15.610;15.610;---;997.35;69.927;15.610;---;---;24.988;24.986;24.891;---;66.262;24.388;7.896;---;4.890;5.712;3.677;---;;
19/09/2024;10:46:42;840.00;;97.180;95.364;99.301;---;15.616;15.616;15.616;---;997.37;69.881;15.616;---;---;24.988;24.974;24.906;---;66.277;24.388;7.881;---;4.885;5.700;3.670;---;;
19/09/2024;10:47:12;870.00;;97.577;95.837;99.315;---;15.621;15.621;15.621;---;997.39;70.016;15.621;---;---;24.940;24.915;24.903;---;66.280;24.342;7.892;---;4.890;5.702;3.678;---;;
19/09/2024;10:47:42;900.00;;97.286;96.236;99.573;---;15.611;15.611;15.611;---;997.39;69.754;15.611;---;---;24.976;24.867;24.874;---;66.296;24.317;7.896;---;4.917;5.710;3.685;---;;
19/09/2024;10:48:12;930.00;;97.243;96.224;99.369;---;15.604;15.604;15.604;---;997.38;69.645;15.604;---;---;24.982;24.870;24.899;---;66.315;24.331;7.900;---;4.920;5.710;3.689;---;;
19/09/2024;10:48:42;960.00;;96.773;95.999;99.206;---;15.614;15.614;15.614;---;997.38;69.655;15.614;---;---;25.038;24.896;24.917;---;66.335;24.294;7.909;---;4.891;5.718;3.675;---;;
19/09/2024;10:49:12;990.00;;97.177;96.604;98.725;---;15.622;15.622;15.622;---;997.48;69.475;15.622;---;---;24.987;24.820;24.972;---;66.333;24.308;7.898;---;4.917;5.711;3.688;---;;
19/09/2024;10:49:42;1020.00;;96.831;96.602;99.546;---;15.616;15.616;15.616;---;997.38;69.362;15.616;---;---;25.031;24.822;24.877;---;66.320;24.274;7.892;---;4.884;5.674;3.665;---;;
19/09/2024;10:50:12;1050.00;;97.177;96.024;99.867;---;15.613;15.613;15.613;---;997.49;69.472;15.613;---;---;24.988;24.892;24.839;---;66.339;24.295;7.911;---;4.922;5.722;3.670;---;;
19/09/2024;10:50:42;1080.00;;97.423;96.281;98.349;---;15.603;15.603;15.603;---;997.50;69.546;15.603;---;---;24.960;24.861;25.019;---;66.361;24.302;7.899;---;4.870;5.719;3.659;---;;
19/09/2024;10:51:12;1110.00;;97.166;95.723;98.874;---;15.610;15.610;15.610;---;997.48;69.238;15.610;---;---;24.990;24.929;24.956;---;66.341;24.304;7.900;---;4.935;5.720;3.678;---;;
19/09/2024;10:51:42;1140.00;;97.058;95.999;98.577;---;15.616;15.616;15.616;---;997.45;69.241;15.616;---;---;25.3;24.894;24.991;---;66.357;24.309;7.907;---;4.862;5.739;3.676;---;;
19/09/2024;10:52:12;1170.00;;96.968;96.292;99.291;---;15.610;15.610;15.610;---;997.51;69.337;15.610;---;---;25.013;24.859;24.907;---;66.325;24.306;7.905;---;4.866;5.687;3.684;---;;
19/09/2024;10:52:42;1200.00;;96.888;96.106;98.749;---;15.602;15.602;15.602;---;997.51;69.083;15.602;---;---;25.024;24.883;24.971;---;66.287;24.317;7.907;---;4.877;5.706;3.682;---;;
19/09/2024;10:53:12;1230.00;;97.227;95.905;99.035;---;15.606;15.606;15.606;---;997.50;68.986;15.606;---;---;24.982;24.906;24.937;---;66.308;24.297;7.904;---;4.931;5.707;3.673;---;;
19/09/2024;10:53:42;1260.00;;97.038;96.047;99.566;---;15.606;15.606;15.606;---;997.46;68.986;15.606;---;---;25.6;24.890;24.875;---;66.347;24.322;7.893;---;4.882;5.713;3.678;---;;
19/09/2024;10:54:12;1290.00;;97.253;95.758;99.015;---;15.612;15.612;15.612;---;997.55;69.126;15.612;---;---;24.978;24.923;24.938;---;66.352;24.311;7.905;---;4.893;5.714;3.683;---;;
19/09/2024;10:54:42;1320.00;;97.198;95.896;98.678;---;15.607;15.607;15.607;---;997.53;68.806;15.607;---;---;24.985;24.907;24.979;---;66.293;24.303;7.897;---;4.909;5.701;3.667;---;;
19/09/2024;10:55:12;1350.00;;96.880;96.243;98.546;---;15.598;15.598;15.598;---;997.54;68.750;15.598;---;---;25.025;24.865;24.995;---;66.320;24.299;7.914;---;4.879;5.713;3.700;---;;
19/09/2024;10:55:42;1380.00;;96.793;96.044;98.967;---;15.600;15.600;15.600;---;997.49;68.668;15.600;---;---;25.036;24.891;24.945;---;66.328;24.318;7.900;---;4.916;5.710;3.681;---;;
19/09/2024;10:56:12;1410.00;;97.209;95.951;99.180;---;15.601;15.601;15.601;---;997.54;68.829;15.601;---;---;24.985;24.901;24.920;---;66.362;24.350;7.909;---;4.958;5.772;3.692;---;;
19/09/2024;10:56:42;1440.00;;97.125;96.128;99.114;---;15.603;15.603;15.603;---;997.50;68.630;15.603;---;---;24.995;24.880;24.928;---;66.330;24.329;7.906;---;4.883;5.731;3.689;---;;
19/09/2024;10:57:12;1470.00;;96.872;95.950;98.878;---;15.599;15.599;15.599;---;997.48;68.552;15.599;---;---;25.026;24.902;24.957;---;66.330;24.314;7.918;---;4.846;5.752;3.672;---;;
19/09/2024;10:57:42;1500.00;;97.048;96.383;98.541;---;15.593;15.593;15.593;---;997.54;68.839;15.593;---;---;25.5;24.849;24.996;---;66.327;24.307;7.915;---;4.929;5.694;3.688;---;;
19/09/2024;10:58:12;1530.00;;96.644;95.844;99.245;---;15.593;15.593;15.593;---;997.51;68.666;15.593;---;---;25.054;24.915;24.914;---;66.346;24.322;7.920;---;4.877;5.729;3.672;---;;
19/09/2024;10:58:42;1560.00;;97.457;95.898;98.430;---;15.593;15.593;15.593;---;997.51;68.424;15.593;---;---;24.957;24.909;25.10;---;66.340;24.343;7.913;---;4.877;5.741;3.683;---;;
19/09/2024;10:59:12;1590.00;;96.899;96.199;99.354;---;15.599;15.599;15.599;---;997.54;68.379;15.599;---;---;25.023;24.871;24.900;---;66.345;24.349;7.921;---;4.925;5.744;3.672;---;;
19/09/2024;10:59:42;1620.00;;97.569;95.803;99.066;---;15.589;15.589;15.589;---;997.52;68.447;15.589;---;---;24.943;24.921;24.934;---;66.327;24.332;7.905;---;4.901;5.715;3.693;---;;
19/09/2024;11:00:12;1650.00;;97.459;96.420;99.225;---;15.584;15.584;15.584;---;997.43;68.264;15.584;---;---;24.958;24.847;24.917;---;66.324;24.316;7.908;---;4.884;5.692;3.663;---;;
19/09/2024;11:00:42;1680.00;;97.377;96.304;98.180;---;15.584;15.584;15.584;---;997.47;67.852;15.584;---;---;24.967;24.861;25.041;---;66.379;24.327;7.929;---;4.907;5.774;3.686;---;;
19/09/2024;11:01:12;1710.00;;97.061;95.966;98.961;---;15.592;15.592;15.592;---;997.42;67.717;15.592;---;---;25.5;24.902;24.948;---;66.374;24.329;7.921;---;4.880;5.718;3.671;---;;
19/09/2024;11:01:42;1740.00;;97.039;95.893;99.067;---;15.591;15.591;15.591;---;997.42;67.384;15.591;---;---;25.8;24.911;24.935;---;66.346;24.350;7.921;---;4.947;5.724;3.703;---;;
19/09/2024;11:02:12;1770.00;;97.223;95.597;99.657;---;15.583;15.583;15.583;---;997.43;67.536;15.583;---;---;24.986;24.948;24.868;---;66.346;24.333;7.906;---;4.927;5.715;3.689;---;;
19/09/2024;11:02:42;1800.00;;96.801;95.984;98.816;---;15.577;15.577;15.577;---;997.49;67.725;15.577;---;---;25.037;24.901;24.967;---;66.344;24.332;7.921;---;4.891;5.751;3.674;---;;
19/09/2024;11:03:12;1830.00;;97.308;96.006;98.874;---;15.583;15.583;15.583;---;997.43;68.010;15.583;---;---;24.976;24.898;24.960;---;66.354;24.327;7.930;---;4.880;5.750;3.685;---;;
19/09/2024;11:03:42;1860.00;;97.135;96.359;99.015;---;15.583;15.583;15.583;---;997.45;67.974;15.583;---;---;24.997;24.855;24.943;---;66.357;24.334;7.930;---;4.880;5.721;3.672;---;;
19/09/2024;11:04:12;1890.00;;97.478;95.873;99.393;---;15.586;15.586;15.586;---;997.39;68.162;15.586;---;---;24.956;24.914;24.898;---;66.349;24.363;7.924;---;4.876;5.730;3.687;---;;
19/09/2024;11:04:42;1920.00;;96.874;96.062;99.356;---;15.581;15.581;15.581;---;997.46;68.330;15.581;---;---;25.028;24.891;24.902;---;66.332;24.342;7.918;---;4.888;5.736;3.674;---;;
19/09/2024;11:05:12;1950.00;;97.333;95.758;98.481;---;15.578;15.578;15.578;---;997.42;68.246;15.578;---;---;24.974;24.929;25.6;---;66.367;24.363;7.930;---;4.944;5.710;3.679;---;;
19/09/2024;11:05:42;1980.00;;97.169;95.871;99.052;---;15.574;15.574;15.574;---;997.48;68.310;15.574;---;---;24.993;24.915;24.939;---;66.366;24.366;7.926;---;4.896;5.741;3.658;---;;
19/09/2024;11:06:12;2010.00;;96.923;95.932;98.918;---;15.580;15.580;15.580;---;997.42;68.480;15.580;---;---;25.024;24.908;24.954;---;66.375;24.362;7.923;---;4.894;5.686;3.659;---;;
19/09/2024;11:06:42;2040.00;;97.307;95.737;98.650;---;15.586;15.586;15.586;---;997.47;68.402;15.586;---;---;24.976;24.930;24.985;---;66.361;24.404;7.932;---;4.883;5.719;3.682;---;;
19/09/2024;11:07:12;2070.00;;97.163;95.918;99.123;---;15.575;15.575;15.575;---;997.43;68.523;15.575;---;---;24.994;24.909;24.931;---;66.373;24.381;7.924;---;4.944;5.707;3.679;---;;
19/09/2024;11:07:42;2100.00;;97.443;96.153;98.820;---;15.574;15.574;15.574;---;997.43;68.638;15.574;---;---;24.961;24.881;24.967;---;66.372;24.351;7.933;---;4.903;5.692;3.680;---;;
19/09/2024;11:08:12;2130.00;;97.125;95.210;98.191;---;15.572;15.572;15.572;---;997.38;68.533;15.572;---;---;25.000;24.997;25.043;---;66.406;24.396;7.935;---;4.898;5.748;3.683;---;;
19/09/2024;11:08:42;2160.00;;97.555;96.051;98.483;---;15.578;15.578;15.578;---;997.35;68.491;15.578;---;---;24.948;24.893;25.8;---;66.355;24.375;7.928;---;4.905;5.699;3.684;---;;
19/09/2024;11:09:12;2190.00;;97.628;95.394;99.096;---;15.573;15.573;15.573;---;997.36;68.617;15.573;---;---;24.939;24.974;24.935;---;66.386;24.356;7.935;---;4.858;5.700;3.673;---;;
19/09/2024;11:09:42;2220.00;;97.778;95.767;99.444;---;15.570;15.570;15.570;---;997.38;68.628;15.570;---;---;24.921;24.929;24.894;---;66.368;24.385;7.934;---;4.928;5.709;3.671;---;;
19/09/2024;11:10:12;2250.00;;97.295;96.079;99.583;---;15.565;15.565;15.565;---;997.28;68.340;15.565;---;---;24.981;24.893;24.880;---;66.370;24.391;7.929;---;4.898;5.719;3.669;---;;
19/09/2024;11:10:42;2280.00;;97.138;96.119;98.715;---;15.568;15.568;15.568;---;997.34;68.409;15.568;---;---;25.000;24.887;24.981;---;66.395;24.378;7.924;---;4.892;5.698;3.669;---;;
19/09/2024;11:11:12;2310.00;;97.565;95.911;98.427;---;15.571;15.571;15.571;---;997.41;68.617;15.571;---;---;24.947;24.911;25.014;---;66.413;24.391;7.930;---;4.866;5.664;3.673;---;;
19/09/2024;11:11:42;2340.00;;97.594;96.152;99.196;---;15.566;15.566;15.566;---;997.35;68.501;15.566;---;---;24.944;24.883;24.924;---;66.373;24.415;7.932;---;4.855;5.684;3.671;---;;
19/09/2024;11:12:12;2370.00;;97.382;95.866;98.197;---;15.561;15.561;15.561;---;997.31;68.348;15.561;---;---;24.971;24.919;25.044;---;66.378;24.419;7.946;---;4.947;5.693;3.671;---;;
19/09/2024;11:12:42;2400.00;;97.326;96.075;99.088;---;15.565;15.565;15.565;---;997.33;68.564;15.565;---;---;24.977;24.893;24.937;---;66.407;24.402;7.937;---;4.884;5.721;3.664;---;;
19/09/2024;11:13:12;2430.00;;97.374;96.342;98.595;---;15.569;15.569;15.569;---;997.34;68.526;15.569;---;---;24.971;24.860;24.995;---;66.389;24.433;7.936;---;4.941;5.717;3.687;---;;
19/09/2024;11:13:42;2460.00;;97.490;95.799;99.100;---;15.575;15.575;15.575;---;997.34;68.417;15.575;---;---;24.956;24.925;24.934;---;66.403;24.433;7.945;---;4.949;5.708;3.675;---;;
19/09/2024;11:14:12;2490.00;;97.486;95.959;98.671;---;15.568;15.568;15.568;---;997.32;68.402;15.568;---;---;24.958;24.907;24.988;---;66.390;24.407;7.927;---;4.937;5.742;3.666;---;;
19/09/2024;11:14:42;2520.00;;97.559;96.087;98.224;---;15.565;15.565;15.565;---;997.42;68.435;15.565;---;---;24.948;24.890;25.038;---;66.404;24.411;7.937;---;4.940;5.723;3.695;---;;
19/09/2024;11:15:12;2550.00;;97.203;95.562;98.552;---;15.567;15.567;15.567;---;997.33;68.394;15.567;---;---;24.992;24.955;25.1;---;66.428;24.423;7.931;---;4.876;5.732;3.695;---;;
19/09/2024;11:15:42;2580.00;;97.009;96.070;99.285;---;15.578;15.578;15.578;---;997.32;68.295;15.578;---;---;25.015;24.892;24.913;---;66.446;24.425;7.955;---;4.956;5.746;3.694;---;;
19/09/2024;11:16:12;2610.00;;97.178;95.185;99.347;---;15.578;15.578;15.578;---;997.31;67.956;15.578;---;---;24.994;25.1;24.905;---;66.396;24.407;7.942;---;4.890;5.693;3.676;---;;
19/09/2024;11:16:42;2640.00;;97.093;96.082;99.205;---;15.570;15.570;15.570;---;997.32;67.539;15.570;---;---;25.5;24.892;24.923;---;66.403;24.407;7.946;---;4.910;5.724;3.670;---;;
19/09/2024;11:17:12;2670.00;;97.903;95.655;98.345;---;15.574;15.574;15.574;---;997.38;67.631;15.574;---;---;24.906;24.943;25.024;---;66.397;24.431;7.942;---;4.899;5.728;3.686;---;;
19/09/2024;11:17:42;2700.00;;97.564;95.417;99.616;---;15.567;15.567;15.567;---;997.32;67.832;15.567;---;---;24.949;24.973;24.875;---;66.424;24.425;7.939;---;4.921;5.712;3.670;---;;
19/09/2024;11:18:12;2730.00;;97.450;95.730;98.439;---;15.571;15.571;15.571;---;997.36;67.857;15.571;---;---;24.961;24.934;25.013;---;66.433;24.467;7.930;---;4.918;5.682;3.674;---;;
19/09/2024;11:18:42;2760.00;;97.678;95.341;98.371;---;15.567;15.567;15.567;---;997.32;67.768;15.567;---;---;24.935;24.983;25.022;---;66.413;24.438;7.953;---;4.909;5.701;3.662;---;;
19/09/2024;11:19:12;2790.00;;97.740;95.496;98.538;---;15.564;15.564;15.564;---;997.36;68.066;15.564;---;---;24.927;24.964;25.2;---;66.421;24.441;7.943;---;4.839;5.678;3.670;---;;
19/09/2024;11:19:42;2820.00;;97.085;95.927;97.698;---;15.563;15.563;15.563;---;997.36;68.218;15.563;---;---;25.6;24.910;25.102;---;66.441;24.446;7.954;---;4.932;5.719;3.720;---;;
19/09/2024;11:20:12;2850.00;;97.843;96.168;99.305;---;15.569;15.569;15.569;---;997.36;68.310;15.569;---;---;24.914;24.881;24.911;---;66.436;24.441;7.939;---;4.887;5.701;3.688;---;;
19/09/2024;11:20:42;2880.00;;97.875;95.818;97.847;---;15.573;15.573;15.573;---;997.33;68.452;15.573;---;---;24.911;24.923;25.084;---;66.472;24.455;7.946;---;4.886;5.685;3.690;---;;
19/09/2024;11:21:12;2910.00;;97.620;95.566;98.533;---;15.569;15.569;15.569;---;997.30;68.584;15.569;---;---;24.942;24.956;25.3;---;66.426;24.450;7.952;---;4.899;5.740;3.674;---;;
19/09/2024;11:21:42;2940.00;;96.940;95.650;98.424;---;15.563;15.563;15.563;---;997.32;68.661;15.563;---;---;25.024;24.945;25.017;---;66.421;24.448;7.942;---;4.868;5.728;3.686;---;;
19/09/2024;11:22:12;2970.00;;97.002;95.848;98.524;---;15.562;15.562;15.562;---;997.28;68.813;15.562;---;---;25.017;24.921;25.5;---;66.511;24.455;7.948;---;4.881;5.683;3.658;---;;
19/09/2024;11:22:42;3000.00;;97.631;94.718;98.034;---;15.569;15.569;15.569;---;997.37;68.905;15.569;---;---;24.939;25.059;25.062;---;66.471;24.470;7.958;---;4.882;5.673;3.659;---;;
19/09/2024;11:23:12;3030.00;;97.223;95.711;98.978;---;15.572;15.572;15.572;---;997.31;68.798;15.572;---;---;24.989;24.937;24.950;---;66.506;24.468;7.953;---;4.880;5.678;3.646;---;;
19/09/2024;11:23:42;3060.00;;97.119;95.816;98.552;---;15.573;15.573;15.573;---;997.29;68.874;15.573;---;---;25.2;24.924;25.1;---;66.483;24.480;7.942;---;4.896;5.705;3.680;---;;
19/09/2024;11:24:12;3090.00;;96.966;95.468;98.215;---;15.566;15.566;15.566;---;997.28;68.943;15.566;---;---;25.021;24.968;25.041;---;66.483;24.462;7.962;---;4.935;5.724;3.673;---;;
19/09/2024;11:24:42;3120.00;;97.070;95.810;98.563;---;15.568;15.568;15.568;---;997.28;68.866;15.568;---;---;25.9;24.926;25.000;---;66.544;24.509;7.948;---;4.845;5.706;3.661;---;;
19/09/2024;11:25:12;3150.00;;97.399;95.222;99.073;---;15.566;15.566;15.566;---;997.32;68.768;15.566;---;---;24.968;24.998;24.939;---;66.510;24.482;7.954;---;4.861;5.730;3.678;---;;
19/09/2024;11:25:42;3180.00;;97.061;95.724;97.932;---;15.571;15.571;15.571;---;997.33;68.841;15.571;---;---;25.9;24.935;25.075;---;66.516;24.473;7.957;---;4.855;5.711;3.675;---;;
19/09/2024;11:26:12;3210.00;;97.230;95.039;99.059;---;15.564;15.564;15.564;---;997.34;68.884;15.564;---;---;24.989;25.020;24.940;---;66.516;24.475;7.955;---;4.867;5.697;3.678;---;;
19/09/2024;11:26:42;3240.00;;97.314;95.248;99.319;---;15.560;15.560;15.560;---;997.35;68.706;15.560;---;---;24.979;24.995;24.910;---;66.516;24.475;7.943;---;4.876;5.708;3.660;---;;
19/09/2024;11:27:12;3270.00;;96.980;94.753;98.958;---;15.562;15.562;15.562;---;997.38;68.768;15.562;---;---;25.019;25.055;24.952;---;66.551;24.487;7.958;---;4.899;5.742;3.670;---;;
19/09/2024;11:27:42;3300.00;;97.238;94.809;98.545;---;15.567;15.567;15.567;---;997.34;68.653;15.567;---;---;24.988;25.048;25.1;---;66.552;24.478;7.961;---;4.821;5.713;3.681;---;;
19/09/2024;11:28:12;3330.00;;97.179;95.422;98.804;---;15.565;15.565;15.565;---;997.38;68.628;15.565;---;---;24.995;24.973;24.970;---;66.537;24.502;7.957;---;4.874;5.681;3.673;---;;
19/09/2024;11:28:42;3360.00;;97.308;95.571;98.738;---;15.560;15.560;15.560;---;997.44;68.574;15.560;---;---;24.979;24.954;24.978;---;66.576;24.511;7.951;---;4.868;5.705;3.672;---;;
19/09/2024;11:29:12;3390.00;;96.908;95.391;99.638;---;15.555;15.555;15.555;---;997.36;68.628;15.555;---;---;25.029;24.978;24.873;---;66.581;24.479;7.970;---;4.859;5.731;3.673;---;;
19/09/2024;11:29:42;3420.00;;96.849;95.277;99.069;---;15.564;15.564;15.564;---;997.38;68.394;15.564;---;---;25.034;24.989;24.938;---;66.614;24.497;7.952;---;4.898;5.744;3.678;---;;
19/09/2024;11:30:12;3450.00;;97.346;96.344;99.307;---;15.563;15.563;15.563;---;997.38;68.480;15.563;---;---;24.975;24.860;24.911;---;66.598;24.519;7.948;---;4.866;5.751;3.673;---;;
19/09/2024;11:30:42;3480.00;;96.885;95.545;98.374;---;15.563;15.563;15.563;---;997.32;68.491;15.563;---;---;25.031;24.958;25.023;---;66.551;24.510;7.948;---;4.893;5.726;3.657;---;;
19/09/2024;11:31:12;3510.00;;96.970;95.104;98.971;---;15.557;15.557;15.557;---;997.33;68.470;15.557;---;---;25.021;25.013;24.952;---;66.628;24.495;7.957;---;4.886;5.701;3.672;---;;
19/09/2024;11:31:42;3540.00;;97.259;95.268;99.153;---;15.561;15.561;15.561;---;997.41;68.310;15.561;---;---;24.985;24.991;24.929;---;66.619;24.508;7.955;---;4.916;5.679;3.665;---;;
19/09/2024;11:32:12;3570.00;;97.114;95.306;98.791;---;15.559;15.559;15.559;---;997.38;68.480;15.559;---;---;25.3;24.987;24.972;---;66.619;24.513;7.956;---;4.920;5.680;3.683;---;;
19/09/2024;11:32:42;3600.00;;97.165;95.406;99.571;---;15.569;15.569;15.569;---;997.31;68.452;15.569;---;---;24.996;24.975;24.880;---;66.634;24.480;7.962;---;4.912;5.678;3.673;---;;
19/09/2024;11:33:12;3630.00;;96.966;95.594;98.914;---;15.562;15.562;15.562;---;997.39;68.340;15.562;---;---;25.020;24.951;24.957;---;66.638;24.495;7.942;---;4.897;5.747;3.696;---;;
19/09/2024;11:33:42;3660.00;;97.226;95.101;98.600;---;15.555;15.555;15.555;---;997.39;68.402;15.555;---;---;24.990;25.013;24.996;---;66.636;24.544;7.948;---;4.916;5.744;3.693;---;;
19/09/2024;11:34:12;3690.00;;96.891;93.807;98.578;---;15.553;15.553;15.553;---;997.32;68.203;15.553;---;---;25.032;25.175;24.999;---;66.645;24.735;7.956;---;4.896;5.699;3.679;---;;
19/09/2024;11:34:42;3720.00;;96.907;94.192;99.396;---;15.559;15.559;15.559;---;997.27;67.758;15.559;---;---;25.029;25.127;24.903;---;66.672;24.594;7.947;---;4.898;5.720;3.688;---;;
19/09/2024;11:35:12;3750.00;;97.214;94.336;99.378;---;15.562;15.562;15.562;---;997.29;67.539;15.562;---;---;24.991;25.108;24.904;---;66.663;24.590;7.951;---;4.902;5.731;3.677;---;;
